id,product_name,sale_amount,sale_date,total_sales,sale_year
2480,sign,248.51,2024-12-07,2537040.56,2024
2481,but,487.01,2024-05-13,2537040.56,2024
2482,give,260.17,2024-10-31,2537040.56,2024
2483,maintain,95.32,2024-08-26,2537040.56,2024
2484,point,63.44,2024-10-26,2537040.56,2024
2485,general,136.1,2024-04-06,2537040.56,2024
2486,soon,416.07,2024-04-17,2537040.56,2024
2487,play,25.15,2024-08-10,2537040.56,2024
2488,until,405.44,2024-05-30,2537040.56,2024
2489,under,240.04,2024-04-03,2537040.56,2024
2490,factor,150.89,2024-08-12,2537040.56,2024
2491,street,47.38,2024-01-08,2537040.56,2024
2492,machine,443.99,2024-03-19,2537040.56,2024
2493,drug,355.82,2024-11-21,2537040.56,2024
2494,democratic,138.16,2024-04-04,2537040.56,2024
2495,national,196.36,2024-08-12,2537040.56,2024
2496,stuff,330.7,2024-11-26,2537040.56,2024
2497,short,143.07,2024-02-11,2537040.56,2024
2498,south,40.2,2024-10-24,2537040.56,2024
2499,level,461.32,2024-06-26,2537040.56,2024
2500,chance,98.28,2024-10-17,2537040.56,2024
2501,decade,284.69,2024-04-21,2537040.56,2024
2502,star,426.11,2024-04-11,2537040.56,2024
2503,he,78.19,2024-10-12,2537040.56,2024
2504,huge,430.62,2024-08-31,2537040.56,2024
2505,exist,340.93,2024-05-16,2537040.56,2024
2506,gas,357.65,2024-04-28,2537040.56,2024
2507,opportunity,174.78,2024-02-03,2537040.56,2024
2508,father,166.37,2024-03-13,2537040.56,2024
2509,teacher,54.47,2024-02-19,2537040.56,2024
2510,might,382.75,2024-02-20,2537040.56,2024
2511,that,441.6,2024-05-27,2537040.56,2024
2512,teach,311.08,2024-07-03,2537040.56,2024
2513,without,127.8,2024-03-29,2537040.56,2024
2514,popular,329.69,2024-05-06,2537040.56,2024
2515,difference,129.97,2024-05-11,2537040.56,2024
2516,story,42.26,2024-09-14,2537040.56,2024
2517,garden,130.41,2024-12-01,2537040.56,2024
2518,this,395.33,2024-03-27,2537040.56,2024
2519,fear,244.88,2024-02-01,2537040.56,2024
2520,down,64.48,2024-11-05,2537040.56,2024
2521,reach,137.25,2024-12-17,2537040.56,2024
2522,same,321.4,2024-12-05,2537040.56,2024
2523,against,362.73,2024-05-21,2537040.56,2024
2524,edge,286.07,2024-11-02,2537040.56,2024
2525,senior,240.04,2024-10-09,2537040.56,2024
2526,turn,171.87,2024-11-02,2537040.56,2024
2527,leader,237.33,2024-05-16,2537040.56,2024
2528,ever,395.65,2024-06-11,2537040.56,2024
2529,music,436.63,2024-08-05,2537040.56,2024
2530,thought,177.51,2024-03-28,2537040.56,2024
2531,PM,292.83,2024-01-29,2537040.56,2024
2532,pretty,309.71,2024-04-17,2537040.56,2024
2533,tree,380.03,2024-08-24,2537040.56,2024
2534,citizen,119.39,2024-11-11,2537040.56,2024
2535,record,248.17,2024-11-18,2537040.56,2024
2536,middle,169.65,2024-11-30,2537040.56,2024
2537,final,492.73,2024-12-07,2537040.56,2024
2538,school,434.49,2024-08-28,2537040.56,2024
2539,different,489.92,2024-12-12,2537040.56,2024
2540,human,425.86,2024-02-05,2537040.56,2024
2541,mention,232.43,2023-12-27,2537040.56,2023
2542,tonight,458.95,2024-12-13,2537040.56,2024
2543,off,423.35,2024-03-27,2537040.56,2024
2544,direction,23.4,2024-04-24,2537040.56,2024
2545,campaign,226.32,2024-03-13,2537040.56,2024
2546,born,239.52,2024-05-29,2537040.56,2024
2547,let,409.29,2024-04-27,2537040.56,2024
2548,street,68.91,2024-09-07,2537040.56,2024
2549,try,254.31,2024-03-02,2537040.56,2024
2550,today,236.04,2024-02-04,2537040.56,2024
2551,him,420.01,2024-06-22,2537040.56,2024
2552,change,222.36,2024-08-09,2537040.56,2024
2553,challenge,170.9,2024-03-09,2537040.56,2024
2554,per,41.64,2024-09-15,2537040.56,2024
2555,development,144.94,2024-08-25,2537040.56,2024
2556,work,359.86,2024-04-14,2537040.56,2024
2557,machine,434.74,2024-03-28,2537040.56,2024
2558,win,120.36,2024-11-20,2537040.56,2024
2559,hope,368.58,2024-05-11,2537040.56,2024
2560,smile,268.05,2024-04-01,2537040.56,2024
2561,economy,369.52,2024-05-06,2537040.56,2024
2562,board,195.75,2024-11-18,2537040.56,2024
2563,those,340.82,2024-01-20,2537040.56,2024
2564,site,258.57,2024-05-05,2537040.56,2024
2565,law,194.05,2024-11-09,2537040.56,2024
2566,senior,223.61,2024-10-11,2537040.56,2024
2567,former,208.27,2024-11-08,2537040.56,2024
2568,more,288.63,2024-01-14,2537040.56,2024
2569,right,453.7,2024-06-23,2537040.56,2024
2570,wonder,147.42,2024-05-06,2537040.56,2024
2571,receive,95.83,2024-06-06,2537040.56,2024
2572,wrong,275.77,2024-03-25,2537040.56,2024
2573,left,21.66,2024-07-02,2537040.56,2024
2574,not,161.35,2024-05-17,2537040.56,2024
2575,know,262.54,2024-09-01,2537040.56,2024
2576,image,130.28,2024-10-04,2537040.56,2024
2577,within,362.44,2024-02-21,2537040.56,2024
2578,four,274.6,2024-08-11,2537040.56,2024
2579,suddenly,63.29,2024-02-14,2537040.56,2024
2580,plan,91.7,2024-03-05,2537040.56,2024
2581,that,278.87,2024-01-08,2537040.56,2024
2582,arrive,258.52,2024-06-07,2537040.56,2024
2583,old,296.65,2024-02-14,2537040.56,2024
2584,surface,17.96,2024-10-28,2537040.56,2024
2585,meet,100.25,2024-11-26,2537040.56,2024
2586,analysis,233.98,2024-09-02,2537040.56,2024
2587,society,55.32,2024-04-19,2537040.56,2024
2588,continue,346.0,2024-01-19,2537040.56,2024
2589,family,40.61,2024-03-15,2537040.56,2024
2590,area,211.11,2024-10-19,2537040.56,2024
2591,similar,246.91,2024-11-19,2537040.56,2024
2592,close,480.25,2024-05-16,2537040.56,2024
2593,tax,44.83,2024-09-21,2537040.56,2024
2594,church,399.3,2024-11-24,2537040.56,2024
2595,politics,492.74,2024-10-14,2537040.56,2024
2596,statement,353.63,2024-03-09,2537040.56,2024
2597,present,432.45,2024-01-17,2537040.56,2024
2598,vote,356.83,2024-07-13,2537040.56,2024
2599,organization,364.94,2024-12-06,2537040.56,2024
2600,young,140.91,2024-07-14,2537040.56,2024
2601,trial,434.27,2024-09-07,2537040.56,2024
2602,enough,282.63,2024-12-02,2537040.56,2024
2603,doctor,476.78,2024-04-08,2537040.56,2024
2604,trouble,423.45,2024-09-13,2537040.56,2024
2605,help,494.45,2024-06-09,2537040.56,2024
2606,early,252.46,2024-02-08,2537040.56,2024
2607,by,448.16,2024-03-25,2537040.56,2024
2608,fast,195.76,2024-04-25,2537040.56,2024
2609,receive,303.84,2024-04-05,2537040.56,2024
2610,window,20.2,2024-02-05,2537040.56,2024
2611,wait,65.13,2024-08-07,2537040.56,2024
2612,future,359.98,2024-10-15,2537040.56,2024
2613,manager,44.94,2024-09-30,2537040.56,2024
2614,win,475.83,2024-03-09,2537040.56,2024
2615,although,318.13,2024-07-16,2537040.56,2024
2616,movie,94.73,2024-03-16,2537040.56,2024
2617,happy,355.65,2024-08-13,2537040.56,2024
2618,try,319.71,2024-05-07,2537040.56,2024
2619,friend,168.58,2024-10-17,2537040.56,2024
2620,floor,221.21,2024-10-26,2537040.56,2024
2621,pass,202.98,2024-11-04,2537040.56,2024
2622,population,407.48,2024-10-23,2537040.56,2024
2623,top,144.09,2024-11-17,2537040.56,2024
2624,federal,313.51,2024-06-25,2537040.56,2024
2625,group,421.01,2024-11-15,2537040.56,2024
2626,despite,278.77,2024-01-22,2537040.56,2024
2627,child,328.1,2024-11-20,2537040.56,2024
2628,story,247.25,2024-04-17,2537040.56,2024
2629,south,226.29,2024-07-02,2537040.56,2024
2630,inside,65.08,2024-06-15,2537040.56,2024
2631,benefit,25.31,2024-02-12,2537040.56,2024
2632,onto,44.4,2024-09-19,2537040.56,2024
2633,choose,198.36,2024-04-18,2537040.56,2024
2634,anything,212.67,2024-09-10,2537040.56,2024
2635,but,339.22,2024-04-08,2537040.56,2024
2636,standard,449.19,2024-01-04,2537040.56,2024
2637,case,350.58,2024-08-24,2537040.56,2024
2638,tree,201.85,2024-07-31,2537040.56,2024
2639,particular,179.45,2024-06-04,2537040.56,2024
2640,else,348.43,2024-04-28,2537040.56,2024
2641,laugh,29.31,2024-12-02,2537040.56,2024
2642,stuff,45.09,2024-02-27,2537040.56,2024
2643,interesting,494.12,2024-10-28,2537040.56,2024
2644,huge,83.49,2024-05-07,2537040.56,2024
2645,much,199.41,2024-10-20,2537040.56,2024
2646,benefit,49.99,2024-11-06,2537040.56,2024
2647,fill,209.08,2024-01-22,2537040.56,2024
2648,movement,481.08,2024-05-02,2537040.56,2024
2649,let,89.31,2024-09-13,2537040.56,2024
2650,strong,356.83,2024-02-02,2537040.56,2024
2651,thought,369.56,2024-05-22,2537040.56,2024
2652,range,426.51,2024-01-14,2537040.56,2024
2653,Democrat,470.22,2024-04-20,2537040.56,2024
2654,fight,487.39,2024-01-21,2537040.56,2024
2655,now,182.56,2024-02-15,2537040.56,2024
2656,difficult,301.65,2023-12-25,2537040.56,2023
2657,relate,41.84,2024-03-01,2537040.56,2024
2658,member,14.66,2024-07-11,2537040.56,2024
2659,soon,112.31,2024-05-25,2537040.56,2024
2660,perform,276.15,2024-02-12,2537040.56,2024
2661,hand,324.19,2024-09-05,2537040.56,2024
2662,grow,479.84,2024-03-03,2537040.56,2024
2663,purpose,167.22,2024-10-09,2537040.56,2024
2664,style,66.36,2024-11-13,2537040.56,2024
2665,morning,93.36,2024-01-25,2537040.56,2024
2666,wear,253.53,2024-09-25,2537040.56,2024
2667,number,323.63,2024-08-05,2537040.56,2024
2668,board,302.16,2024-03-28,2537040.56,2024
2669,strategy,288.63,2024-10-24,2537040.56,2024
2670,sense,243.36,2024-07-22,2537040.56,2024
2671,thought,113.11,2023-12-29,2537040.56,2023
2672,them,232.14,2024-02-24,2537040.56,2024
2673,power,455.56,2024-08-25,2537040.56,2024
2674,carry,33.16,2024-10-16,2537040.56,2024
2675,not,49.72,2024-09-29,2537040.56,2024
2676,three,418.7,2024-11-25,2537040.56,2024
2677,anyone,383.54,2024-02-09,2537040.56,2024
2678,chair,453.39,2024-05-22,2537040.56,2024
2679,boy,123.43,2024-01-25,2537040.56,2024
2680,ask,303.74,2024-04-06,2537040.56,2024
2681,happen,269.05,2024-02-28,2537040.56,2024
2682,drive,57.45,2024-01-04,2537040.56,2024
2683,clearly,197.38,2024-12-20,2537040.56,2024
2684,good,204.31,2024-07-28,2537040.56,2024
2685,without,389.16,2024-12-13,2537040.56,2024
2686,of,253.42,2024-02-05,2537040.56,2024
2687,before,122.57,2024-09-24,2537040.56,2024
2688,economy,240.75,2024-10-17,2537040.56,2024
2689,several,72.59,2024-11-30,2537040.56,2024
2690,address,198.31,2024-03-23,2537040.56,2024
2691,fire,252.62,2024-02-19,2537040.56,2024
2692,tonight,49.99,2024-09-09,2537040.56,2024
2693,apply,325.51,2024-07-16,2537040.56,2024
2694,whose,414.59,2024-10-29,2537040.56,2024
2695,across,127.31,2024-05-05,2537040.56,2024
2696,decision,100.98,2024-02-26,2537040.56,2024
2697,think,359.94,2024-03-25,2537040.56,2024
2698,determine,84.88,2024-04-27,2537040.56,2024
2699,look,232.32,2024-05-01,2537040.56,2024
2700,same,280.38,2024-09-16,2537040.56,2024
2701,expect,238.98,2024-07-21,2537040.56,2024
2702,anyone,47.17,2024-11-16,2537040.56,2024
2703,on,477.74,2024-08-19,2537040.56,2024
2704,painting,34.67,2024-05-09,2537040.56,2024
2705,relate,83.39,2024-09-22,2537040.56,2024
2706,put,147.1,2024-01-22,2537040.56,2024
2707,born,268.04,2024-06-23,2537040.56,2024
2708,organization,103.91,2024-03-05,2537040.56,2024
2709,mention,135.77,2024-09-29,2537040.56,2024
2710,cut,211.27,2024-05-26,2537040.56,2024
2711,like,323.14,2024-11-27,2537040.56,2024
2712,born,294.06,2024-12-03,2537040.56,2024
2713,recent,377.24,2024-04-16,2537040.56,2024
2714,guy,440.93,2024-12-22,2537040.56,2024
2715,case,34.03,2024-03-30,2537040.56,2024
2716,above,98.91,2024-09-09,2537040.56,2024
2717,speech,304.27,2024-01-29,2537040.56,2024
2718,response,489.34,2024-12-17,2537040.56,2024
2719,local,443.7,2024-01-08,2537040.56,2024
2720,food,182.04,2024-06-06,2537040.56,2024
2721,commercial,475.71,2024-12-21,2537040.56,2024
2722,practice,51.45,2024-01-10,2537040.56,2024
2723,pass,406.2,2024-02-05,2537040.56,2024
2724,future,11.32,2024-06-04,2537040.56,2024
2725,create,371.84,2024-04-22,2537040.56,2024
2726,for,29.48,2024-10-08,2537040.56,2024
2727,born,442.16,2024-03-07,2537040.56,2024
2728,apply,49.27,2024-02-29,2537040.56,2024
2729,mission,429.96,2024-10-07,2537040.56,2024
2730,beyond,201.08,2023-12-24,2537040.56,2023
2731,TV,226.27,2024-03-19,2537040.56,2024
2732,cause,188.12,2024-07-23,2537040.56,2024
2733,miss,244.36,2024-07-09,2537040.56,2024
2734,better,94.1,2024-02-15,2537040.56,2024
2735,give,62.92,2024-09-07,2537040.56,2024
2736,term,297.44,2024-10-01,2537040.56,2024
2737,much,42.24,2024-01-21,2537040.56,2024
2738,bad,476.28,2024-03-24,2537040.56,2024
2739,drive,79.18,2024-09-29,2537040.56,2024
2740,born,150.39,2024-02-24,2537040.56,2024
2741,without,208.04,2024-02-10,2537040.56,2024
2742,short,301.75,2024-01-06,2537040.56,2024
2743,speak,336.09,2024-10-24,2537040.56,2024
2744,rest,435.63,2024-02-22,2537040.56,2024
2745,identify,36.14,2024-01-15,2537040.56,2024
2746,why,162.97,2024-05-10,2537040.56,2024
2747,beyond,364.63,2024-10-23,2537040.56,2024
2748,sure,48.49,2024-03-20,2537040.56,2024
2749,third,431.07,2024-06-06,2537040.56,2024
2750,big,34.03,2024-02-29,2537040.56,2024
2751,current,91.58,2024-12-10,2537040.56,2024
2752,surface,426.58,2024-12-04,2537040.56,2024
2753,his,273.61,2024-11-14,2537040.56,2024
2754,prepare,150.23,2024-12-22,2537040.56,2024
2755,may,350.22,2024-04-14,2537040.56,2024
2756,church,24.08,2024-07-06,2537040.56,2024
2757,eight,477.73,2024-03-23,2537040.56,2024
2758,early,453.06,2024-10-06,2537040.56,2024
2759,career,101.81,2024-05-04,2537040.56,2024
2760,notice,165.86,2024-04-02,2537040.56,2024
2761,financial,250.96,2024-09-20,2537040.56,2024
2762,not,264.29,2024-02-02,2537040.56,2024
2763,million,384.27,2024-05-22,2537040.56,2024
2764,they,385.72,2024-03-19,2537040.56,2024
2765,organization,31.91,2024-12-03,2537040.56,2024
2766,good,307.3,2024-04-18,2537040.56,2024
2767,out,361.0,2024-01-25,2537040.56,2024
2768,trial,15.72,2024-06-29,2537040.56,2024
2769,if,25.23,2024-03-18,2537040.56,2024
2770,newspaper,388.8,2024-11-15,2537040.56,2024
2771,get,263.0,2024-10-25,2537040.56,2024
2772,much,218.33,2024-08-12,2537040.56,2024
2773,perform,227.26,2024-10-29,2537040.56,2024
2774,determine,226.73,2024-09-05,2537040.56,2024
2775,feel,496.7,2024-08-06,2537040.56,2024
2776,teach,435.4,2024-11-10,2537040.56,2024
2777,take,53.31,2024-04-03,2537040.56,2024
2778,guess,135.09,2024-04-06,2537040.56,2024
2779,develop,189.75,2024-06-20,2537040.56,2024
2780,final,222.0,2024-11-21,2537040.56,2024
2781,forget,272.66,2024-05-24,2537040.56,2024
2782,Democrat,194.63,2024-09-15,2537040.56,2024
2783,value,471.9,2024-08-19,2537040.56,2024
2784,bad,273.07,2024-04-03,2537040.56,2024
2785,attack,136.87,2024-04-03,2537040.56,2024
2786,star,61.98,2024-11-18,2537040.56,2024
2787,physical,121.25,2024-05-29,2537040.56,2024
2788,economic,478.66,2024-06-02,2537040.56,2024
2789,spend,18.11,2024-07-19,2537040.56,2024
2790,how,212.12,2024-09-16,2537040.56,2024
2791,step,286.06,2024-12-01,2537040.56,2024
2792,guess,498.81,2024-04-02,2537040.56,2024
2793,present,233.39,2024-05-28,2537040.56,2024
2794,suggest,179.47,2024-01-05,2537040.56,2024
2795,maintain,130.88,2024-08-08,2537040.56,2024
2796,economic,167.01,2024-12-05,2537040.56,2024
2797,class,352.93,2024-09-13,2537040.56,2024
2798,likely,366.68,2024-10-18,2537040.56,2024
2799,relate,421.5,2024-02-24,2537040.56,2024
2800,show,364.2,2024-01-17,2537040.56,2024
2801,develop,87.0,2024-04-25,2537040.56,2024
2802,natural,218.15,2024-05-10,2537040.56,2024
2803,foreign,393.63,2024-11-21,2537040.56,2024
2804,bad,295.93,2024-02-13,2537040.56,2024
2805,heart,216.49,2024-10-17,2537040.56,2024
2806,bank,496.59,2024-07-11,2537040.56,2024
2807,decide,364.9,2024-07-24,2537040.56,2024
2808,cultural,437.52,2024-03-15,2537040.56,2024
2809,return,383.67,2024-10-07,2537040.56,2024
2810,team,33.2,2024-03-24,2537040.56,2024
2811,any,335.71,2024-02-03,2537040.56,2024
2812,although,405.7,2024-06-05,2537040.56,2024
2813,head,493.22,2024-04-12,2537040.56,2024
2814,spring,269.86,2024-01-26,2537040.56,2024
2815,behind,156.68,2024-11-29,2537040.56,2024
2816,standard,116.71,2024-10-18,2537040.56,2024
2817,ball,233.59,2024-12-16,2537040.56,2024
2818,less,295.43,2024-05-21,2537040.56,2024
2819,executive,121.64,2024-03-19,2537040.56,2024
2820,car,279.6,2024-07-19,2537040.56,2024
2821,help,176.79,2024-07-30,2537040.56,2024
2822,condition,274.05,2024-12-09,2537040.56,2024
2823,speech,312.26,2024-02-08,2537040.56,2024
2824,others,431.79,2024-02-23,2537040.56,2024
2825,because,192.21,2024-03-18,2537040.56,2024
2826,effect,362.94,2024-11-25,2537040.56,2024
2827,art,60.53,2024-04-15,2537040.56,2024
2828,better,47.65,2024-11-21,2537040.56,2024
2829,leg,400.04,2024-04-03,2537040.56,2024
2830,process,413.45,2024-07-18,2537040.56,2024
2831,music,137.61,2024-09-26,2537040.56,2024
2832,should,355.14,2024-06-15,2537040.56,2024
2833,still,29.06,2024-03-03,2537040.56,2024
2834,case,431.3,2024-05-23,2537040.56,2024
2835,believe,51.05,2024-04-08,2537040.56,2024
2836,budget,156.19,2024-10-17,2537040.56,2024
2837,probably,493.54,2024-08-25,2537040.56,2024
2838,may,246.55,2024-08-10,2537040.56,2024
2839,ask,98.42,2024-04-29,2537040.56,2024
2840,size,120.36,2024-01-28,2537040.56,2024
2841,thought,254.71,2024-08-20,2537040.56,2024
2842,million,457.3,2024-04-11,2537040.56,2024
2843,close,277.61,2024-11-22,2537040.56,2024
2844,one,158.97,2024-10-27,2537040.56,2024
2845,child,285.21,2024-12-10,2537040.56,2024
2846,debate,101.2,2024-02-03,2537040.56,2024
2847,senior,150.57,2024-04-16,2537040.56,2024
2848,wait,115.28,2024-09-27,2537040.56,2024
2849,force,223.01,2024-08-31,2537040.56,2024
2850,effort,69.26,2024-01-28,2537040.56,2024
2851,produce,123.53,2024-11-30,2537040.56,2024
2852,include,376.52,2024-06-11,2537040.56,2024
2853,book,356.05,2024-10-11,2537040.56,2024
2854,important,355.61,2024-08-22,2537040.56,2024
2855,sister,90.79,2024-09-20,2537040.56,2024
2856,no,386.8,2024-01-24,2537040.56,2024
2857,evening,166.41,2024-11-24,2537040.56,2024
2858,change,150.91,2024-10-09,2537040.56,2024
2859,instead,273.61,2024-11-18,2537040.56,2024
2860,enter,144.02,2024-03-28,2537040.56,2024
2861,imagine,325.21,2024-08-11,2537040.56,2024
2862,article,482.8,2024-10-25,2537040.56,2024
2863,question,145.37,2024-07-26,2537040.56,2024
2864,ready,223.3,2024-07-18,2537040.56,2024
2865,because,250.09,2024-06-13,2537040.56,2024
2866,see,45.52,2024-07-27,2537040.56,2024
2867,leader,62.31,2024-04-16,2537040.56,2024
2868,cell,251.83,2024-05-31,2537040.56,2024
2869,loss,272.84,2024-03-18,2537040.56,2024
2870,early,142.63,2024-06-21,2537040.56,2024
2871,grow,291.05,2024-06-21,2537040.56,2024
2872,structure,68.08,2024-11-18,2537040.56,2024
2873,economic,456.18,2024-07-15,2537040.56,2024
2874,because,237.2,2024-02-25,2537040.56,2024
2875,third,199.29,2024-12-18,2537040.56,2024
2876,realize,352.65,2024-11-21,2537040.56,2024
2877,know,496.19,2024-03-11,2537040.56,2024
2878,image,318.78,2024-12-03,2537040.56,2024
2879,much,396.38,2024-03-03,2537040.56,2024
2880,note,418.46,2024-01-06,2537040.56,2024
2881,hotel,490.31,2024-05-07,2537040.56,2024
2882,inside,73.62,2024-10-07,2537040.56,2024
2883,election,216.17,2024-04-10,2537040.56,2024
2884,fill,163.33,2024-10-27,2537040.56,2024
2885,build,148.15,2024-11-29,2537040.56,2024
2886,modern,360.99,2024-05-18,2537040.56,2024
2887,card,322.97,2024-01-16,2537040.56,2024
2888,national,150.48,2024-09-07,2537040.56,2024
2889,idea,230.45,2024-09-08,2537040.56,2024
2890,book,312.69,2024-05-17,2537040.56,2024
2891,loss,264.0,2024-07-13,2537040.56,2024
2892,news,307.12,2024-07-06,2537040.56,2024
2893,cold,216.87,2024-01-18,2537040.56,2024
2894,laugh,13.95,2024-02-26,2537040.56,2024
2895,name,392.16,2024-08-12,2537040.56,2024
2896,along,273.31,2024-01-09,2537040.56,2024
2897,despite,213.34,2024-09-04,2537040.56,2024
2898,contain,430.25,2024-07-16,2537040.56,2024
2899,beyond,317.87,2024-10-13,2537040.56,2024
2900,task,298.24,2024-08-03,2537040.56,2024
2901,do,159.71,2024-12-03,2537040.56,2024
2902,part,301.75,2024-10-05,2537040.56,2024
2903,person,400.68,2024-03-21,2537040.56,2024
2904,movement,268.57,2024-08-17,2537040.56,2024
2905,focus,364.45,2024-08-30,2537040.56,2024
2906,may,190.28,2024-04-16,2537040.56,2024
2907,later,419.36,2024-08-04,2537040.56,2024
2908,turn,15.71,2024-04-11,2537040.56,2024
2909,their,331.42,2024-03-18,2537040.56,2024
2910,bad,173.8,2024-08-09,2537040.56,2024
2911,any,360.63,2023-12-31,2537040.56,2023
2912,pressure,69.98,2024-08-29,2537040.56,2024
2913,difference,97.16,2024-05-29,2537040.56,2024
2914,someone,33.02,2024-05-12,2537040.56,2024
2915,exactly,185.36,2024-03-01,2537040.56,2024
2916,second,328.87,2024-01-17,2537040.56,2024
2917,police,39.68,2024-02-15,2537040.56,2024
2918,marriage,188.55,2024-10-27,2537040.56,2024
2919,total,226.43,2024-12-09,2537040.56,2024
2920,almost,372.05,2024-05-08,2537040.56,2024
2921,positive,133.91,2024-09-19,2537040.56,2024
2922,night,243.5,2024-09-08,2537040.56,2024
2923,seem,254.32,2024-07-29,2537040.56,2024
2924,manager,461.35,2024-06-19,2537040.56,2024
2925,peace,216.38,2024-06-26,2537040.56,2024
2926,least,176.29,2024-05-11,2537040.56,2024
2927,dinner,465.45,2024-09-09,2537040.56,2024
2928,blood,50.81,2024-05-14,2537040.56,2024
2929,law,211.87,2024-12-07,2537040.56,2024
2930,realize,204.86,2024-04-18,2537040.56,2024
2931,quite,74.53,2024-07-28,2537040.56,2024
2932,experience,404.08,2024-01-03,2537040.56,2024
2933,yet,235.9,2024-09-25,2537040.56,2024
2934,away,17.15,2024-05-24,2537040.56,2024
2935,wear,309.55,2024-11-03,2537040.56,2024
2936,often,198.52,2024-11-21,2537040.56,2024
2937,total,144.18,2024-11-24,2537040.56,2024
2938,tend,330.4,2024-08-03,2537040.56,2024
2939,sure,394.58,2023-12-26,2537040.56,2023
2940,leader,441.7,2024-04-01,2537040.56,2024
2941,watch,257.68,2024-06-27,2537040.56,2024
2942,street,377.54,2024-03-08,2537040.56,2024
2943,service,296.39,2024-02-27,2537040.56,2024
2944,plant,257.26,2024-05-22,2537040.56,2024
2945,explain,448.48,2024-04-15,2537040.56,2024
2946,project,132.41,2024-10-20,2537040.56,2024
2947,contain,68.96,2024-09-28,2537040.56,2024
2948,look,320.39,2024-03-11,2537040.56,2024
2949,new,236.69,2024-10-01,2537040.56,2024
2950,people,327.57,2024-04-14,2537040.56,2024
2951,gas,156.24,2024-05-04,2537040.56,2024
2952,yeah,383.56,2024-11-04,2537040.56,2024
2953,here,332.19,2024-06-30,2537040.56,2024
2954,face,200.71,2024-06-04,2537040.56,2024
2955,next,283.5,2024-02-01,2537040.56,2024
2956,specific,348.66,2024-10-08,2537040.56,2024
2957,test,234.68,2024-09-17,2537040.56,2024
2958,near,160.9,2024-01-30,2537040.56,2024
2959,debate,347.28,2024-10-22,2537040.56,2024
2960,notice,218.89,2024-07-16,2537040.56,2024
2961,why,66.94,2024-07-26,2537040.56,2024
2962,ready,355.82,2023-12-31,2537040.56,2023
2963,their,360.72,2024-10-14,2537040.56,2024
2964,world,406.73,2024-05-12,2537040.56,2024
2965,them,326.08,2024-03-29,2537040.56,2024
2966,democratic,358.99,2024-11-28,2537040.56,2024
2967,study,93.51,2024-11-28,2537040.56,2024
2968,leg,118.6,2024-02-03,2537040.56,2024
2969,speech,417.66,2024-01-29,2537040.56,2024
2970,late,330.0,2024-06-08,2537040.56,2024
2971,feeling,310.87,2024-06-15,2537040.56,2024
2972,act,217.79,2024-05-30,2537040.56,2024
2973,open,133.39,2024-11-27,2537040.56,2024
2974,population,351.07,2024-06-21,2537040.56,2024
2975,its,249.66,2024-01-13,2537040.56,2024
2976,dream,359.81,2024-02-10,2537040.56,2024
2977,gas,337.2,2024-04-03,2537040.56,2024
2978,up,51.88,2024-11-06,2537040.56,2024
2979,population,365.9,2024-11-25,2537040.56,2024
2980,left,326.09,2024-06-25,2537040.56,2024
2981,close,401.46,2024-10-09,2537040.56,2024
2982,tend,452.53,2024-04-10,2537040.56,2024
2983,turn,69.22,2024-07-28,2537040.56,2024
2984,evening,102.86,2024-03-29,2537040.56,2024
2985,five,264.2,2024-11-07,2537040.56,2024
2986,area,45.45,2024-03-21,2537040.56,2024
2987,suggest,383.45,2024-02-06,2537040.56,2024
2988,really,480.53,2024-08-28,2537040.56,2024
2989,western,446.4,2024-05-07,2537040.56,2024
2990,reflect,293.55,2024-06-04,2537040.56,2024
2991,current,138.26,2024-10-11,2537040.56,2024
2992,student,420.24,2024-03-13,2537040.56,2024
2993,suggest,132.12,2024-01-24,2537040.56,2024
2994,money,110.17,2024-06-18,2537040.56,2024
2995,adult,174.09,2024-06-29,2537040.56,2024
2996,reveal,56.27,2024-05-14,2537040.56,2024
2997,service,126.98,2024-09-03,2537040.56,2024
2998,military,67.14,2024-03-20,2537040.56,2024
2999,foreign,417.06,2024-06-26,2537040.56,2024
3000,economy,283.03,2024-02-18,2537040.56,2024
3001,keep,290.71,2024-01-29,2537040.56,2024
3002,represent,402.14,2024-02-26,2537040.56,2024
3003,new,294.1,2024-04-17,2537040.56,2024
3004,best,329.67,2024-06-17,2537040.56,2024
3005,player,459.34,2024-03-10,2537040.56,2024
3006,trade,136.36,2024-03-31,2537040.56,2024
3007,mother,127.07,2024-08-19,2537040.56,2024
3008,weight,441.97,2024-05-15,2537040.56,2024
3009,officer,390.89,2024-12-22,2537040.56,2024
3010,cold,10.97,2024-12-18,2537040.56,2024
3011,try,202.77,2024-01-29,2537040.56,2024
3012,unit,116.88,2024-05-09,2537040.56,2024
3013,much,240.38,2024-06-08,2537040.56,2024
3014,blue,50.62,2024-01-19,2537040.56,2024
3015,blue,363.18,2024-04-17,2537040.56,2024
3016,threat,215.71,2023-12-27,2537040.56,2023
3017,process,210.1,2024-09-28,2537040.56,2024
3018,want,196.78,2024-11-01,2537040.56,2024
3019,most,160.76,2024-02-27,2537040.56,2024
3020,research,222.13,2024-10-09,2537040.56,2024
3021,natural,292.09,2024-11-03,2537040.56,2024
3022,young,262.69,2024-08-07,2537040.56,2024
3023,make,450.6,2024-05-31,2537040.56,2024
3024,explain,373.69,2024-11-04,2537040.56,2024
